Name,Link,Documents,Citations,H-index,Coauthor1,CoauthorNo1,Coauthor2,CoauthorNo2,Coauthor3,CoauthorNo3,Coauthor4,CoauthorNo4,Coauthor5,CoauthorNo5,Coauthor6,CoauthorNo6,Coauthor7,CoauthorNo7,Coauthor8,CoauthorNo8,Topic1,Topic2,Topic3,Topic4,Topic5,article,conference paper,book chapter,editorial,review,book,erratum,letter,Publications2021,Publications2020,Publications2019,Publications2018,Publications2017,Publications2016,Publications2015,Publications2014,Publications2013,Publications2012,Publications2011,Publications2010,Publications2009,Publications2008,Publications2007,Publications2006,Publications2005,Publications2004,Publications2003,Publications2002,Publications2001,Publications2000,Publications1999,Publications1998,Publications1997,Publications1996,Publications1995,Publications1994,Publications1993,Publications1992,Publications1991,Publications1990,Publications1989,Publications1988,Publications1987,Publications1986,Publications1985,Publications1984,Publications1983,Publications1982,Publications1981,Publications1980,Publications1979,Publications1978,Publications1977,Publications1976,Publications1975,Publications1974,Publications1973,Publications1972,Publications1971,Publications1970,Citations2021,Citations2020,Citations2019,Citations2018,Citations2017,Citations2016,Citations2015,Citations2014,Citations2013,Citations2012,Citations2011,Citations2010,Citations2009,Citations2008,Citations2007,Citations2006,Citations2005,Citations2004,Citations2003,Citations2002,Citations2001,Citations2000,Citations1999,Citations1998,Citations1997,Citations1996,Citations1995,Citations1994,Citations1993,Citations1992,Citations1991,Citations1990,Citations1989,Citations1988,Citations1987,Citations1986,Citations1985,Citations1984,Citations1983,Citations1982,Citations1981,Citations1980,Citations1979,Citations1978,Citations1977,Citations1976,Citations1975,Citations1974,Citations1973,Citations1972,Citations1971,Citations1970
"Ahmed, Gehad M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57198372238,3,20,3,"Fouda, Mohammed E.",2,"Hezayyin, Haneen G.",2,"Said, Lobna A.",2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Memristors; RRAM; Chaotic Circuit,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ali, Amna",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57198724349,3,1,1,"El-Hadidi, Mohamed",1,"Elattar, Mustafa A.",1,"Emam, Mohamed",1,"Khan, Malik Jahan",1,"Nasir, Saadia",1,"Qaiser, Hafsah",1,"Taimoor, Maria",1,"Tamoor, Maria",1,Distance Formula; Case-Based Reasoning; Emergency Management,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ali, Rehab M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56278224600,3,43,3,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Lean Manufacturing; Value Stream Mapping; Kaizen,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alsebai, A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36198074000,3,11,2,"Salaheldin, Ahmed",3,"ElSayed, Mahmoud Said",2,"El Sayed, M.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amin, Karim M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36995814600,3,33,3,"Ismail, Yehea I.",2,"Salah, Khaled",2,"Fikry, W.",1,"Sabry, Mohamed Nabil",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,8,3,1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amr, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57215118720,3,5,2,"Eljazzar, Maged M.",1,"Morales, María Luisa Villalba",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Short-Term Load Forecasting; Electricity Price; Power Markets,Performance Measurement System; Supply Chain Performance; Key Performance Indicators,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armanyos, Mina",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57191338899,3,24,2,"Elsafty, Abdulaziz H.",1,"Said, Lobna A.",1,"Tolba, Mohamed F.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Fractional Order; Differentiators; Low Pass Filters,Fitzhugh-Nagumo; Bifurcation Control; Neuron Model,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Attia, Ahmed M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57108835000,3,19,1,"AbdelAty, Amr M.",1,"Abdelwahab, M. M.",1,"Ashour, Mahmoud E.",1,"Bai, Fan",1,"ElBatt, Tamer A.",1,"Mohamed, Nada Ali",1,"Mohasseb, Yahya Z.",1,"Radwan, Ahmed G.",1,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chbib, Hani",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57208425530,3,8,1,"Farid, Asmahan Mohamed",1,"Mahmoud, Hamada M.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Microplastics; Marine Debris; Litter,Particleboards; Urea Formaldehyde; Medium Density Fiberboards,Life Cycle Assessment; Bioplastics; Biodegradable Plastics,No topic,No topic,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diab, Mohamed Khaled",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57214486419,3,3,1,"Ali, Nourhan",1,"Azar, Ahmad Taher",1,"Makarem, Sarah",1,"Shalaby, R.",1,"Shalaby, Raafat Elsayed",1,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eissa, Kareem",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57199302274,3,131,3,"El-Beltagy, Samhaa R.",1,"ElHelw, Mohamed A.",1,"Kamen, Ali",1,"Kiraly, Atilla P.",1,"Samy, Mohamed",1,"Shaker, Mahmoud S.",1,"Soliman, Abu Bakr",1,"Tan, Jeremy",1,Sentiment Classification; Named Entity Recognition; Entailment,Object Detection; CNN; IOU,Prostate; Dice; Ultrasound Image,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El-Badry, Rania",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=35758564700,3,26,3,"Eltoweissy, Mohamed Y.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,3,2,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElBanna, Amr",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56286969200,3,4,1,"ElSabrouty, Khaled",1,"ElShafei, Ehab",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Web Tracking; Cookies; Online Advertising,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elbtity, Mohammed E.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57200515565,3,11,1,"Emara, Ahmed S.",1,"Ghoneima, Maged M.",1,"Kim, Hyungwon",1,"Lee, Dong-yeong",1,"Shaarawy, Noha",1,"Son, Hyun-wook",1,No Coauthor,No Coauthor,Network on Chip; Fault-Tolerant Routing; Virtual Channel,Memristors; RRAM; Chaotic Circuit,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El-Naggar, Ahmed M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57193568481,3,20,3,"Elbtity, Mohammed E.",1,"Emara, Ahmed S.",1,"Fouda, Mohammed E.",1,"Ghoneima, Maged M.",1,"Said, Lobna A.",1,"Shaarawy, Noha",1,"Soliman, Ahmed M.",1,No Coauthor,Memristors; RRAM; Chaotic Circuit,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El-Sayed, Agwad",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36809369700,3,9,2,"Orfy, Adel",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El-Zoghby, Ayman M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57201993220,3,2,1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Data Integrity; Auditing; Random Oracle Model,Anonymous Networks; Anonymity; Traffic Analysis,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emad, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57219743080,3,0,0,"Mahmoud, Heba",1,"Pal, Kaushik",1,"Rashad, Ayman Roshdy",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emad, Youssef",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57202457208,3,6,1,"Yasser, Shahd",2,"AbdelRaouf, Ashraf",1,"Abdulatif, Nour",1,"Ayman, Nada",1,"El-Naby, Seif Hassab",1,"El-Sherbiny, Bassma A.",1,"Ghanim, Taraggy M.",1,"Nabil, Nardeen",1,Handwriting Recognition; Optical Character Recognition; Urdu,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fahim, Abdulrahman",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57188723768,3,10,2,"Guirguis, Arsany",1,"Izz, Mostafa",1,"Khazbak, Youssef",1,"Mohamed, Amr",1,"Youssef, Moustafa Amin",1,No Coauthor,No Coauthor,No Coauthor,Radio Frequency Identification Device; Backscatter; Identification Systems,Radio Access Networks; Slicing; Software Defined Networking,No topic,No topic,No topic,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fathy, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57197562160,3,20,2,"ElBatt, Tamer A.",1,"ElHelw, Mohamed A.",1,"Eldawlatly, Seif",1,"Fahmy, Ahmed S.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gabr, Badiaa",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203915211,3,3,1,"Azer, Marianne Amir",1,"Popovski, Petar",1,"Soret, Beatriz",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Caching; Radio Access Networks; Zipf Distribution,Fog Computing; Blockchain; Internet of Things,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gamal, Mai",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57207911376,3,0,0,"Mousa, Mohamed H.",3,"Abdelaal, Amr Y.",1,"Khalil, Mahmoud I.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Dendritic Spines; Neurites; Optical Tomography,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hammad, Muhammad",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57189367986,3,20,3,"Khalil, Talaat",2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Sentiment Analysis; Arabic Dialects; Text Classification,Event Detection; Twitter; Summarization,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hamza, Rameez B.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211987364,3,2,1,"Muhammad, Ahmad A.",2,"Salama, David I.",2,"Elkalyouby, Shaymaa S.",1,"Mahmoud, Amira T.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Model-Driven Development; Model Driven Architecture; Mobile Applications,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hindy, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57221056115,3,3,1,"Tulino, Antonia Maria",3,"Fadel, Mohamed",1,"Koyluoglu, Onur Ozan",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hussein, Sameh",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56287239200,3,1,1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Exponential Smoothing; Time Series Forecasting; Holt-Winters,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibrahim, Ahmed M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57220955512,3,1,1,"Ismail, Tawfik",2,"Ezzat, Andrew",1,"Saeed Darweesh, M.",1,"Tawfiles, Andrew E.",1,"Younis, M.",1,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibrahim, Ola",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57221552669,3,0,0,"Degenaar, P. A.",1,"Miyan, Lalit",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khalil, Talaat",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57189371351,3,29,3,"Hammad, Muhammad",2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Sentiment Analysis; Arabic Dialects; Text Classification,Sentiment Classification; Named Entity Recognition; Entailment,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mahmoud, Mahmoud F.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57215271528,3,2,1,"Said, Lobna A.",3,"Madian, Ahmed H.",1,"Swief, Rania Abdelwahed",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Maximum Power Point Trackers; Powerpoint; Photovoltaic System,Fractional-Order System; PID Controller; Robust Stabilization,No topic,No topic,No topic,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
